video,numFrame,seconds,fps,rfps,subset,featureFrame
LOP4H,1507.0,51.17,29.450850107484854,29.450850107484854,training,1455.83
M0P0H,294.0,9.79,30.030643513789585,30.030643513789585,training,284.21000000000004
Q9DW7,1088.0,43.5,25.011494252873565,25.011494252873565,training,1044.5
FNPOB,884.0,29.71,29.754291484348702,29.754291484348702,training,854.29
D5IDA,945.0,37.75,25.033112582781456,25.033112582781456,training,907.25
EBBKQ,617.0,20.54,30.038948393378774,30.038948393378774,training,596.46
IO3CI,961.0,32.0,30.03125,30.03125,training,929.0
KNX2Y,600.0,20.0,30.0,30.0,training,580.0
WPY0R,934.0,32.08,29.114713216957608,29.114713216957608,training,901.92
M6HL9,738.0,30.92,23.86804657179819,23.86804657179819,training,707.08
PC3WT,591.0,35.67,16.568544995794785,16.568544995794785,training,555.33
MJZJM,907.0,30.21,30.023171135385635,30.023171135385635,training,876.7900000000001
7ZTGM,575.0,22.96,25.04355400696864,25.04355400696864,training,552.04
ZH4JE,1009.0,33.71,29.931770987837435,29.931770987837435,training,975.29
CLW8L,267.0,22.17,12.043301759133964,12.043301759133964,training,244.83
A80GG,494.0,32.71,15.102415163558545,15.102415163558545,training,461.29
BWZL2,1508.0,50.29,29.986080731755816,29.986080731755816,training,1457.71
17RPG,524.0,32.38,16.18282890673255,16.18282890673255,training,491.62
DCFYV,775.0,32.25,24.031007751937985,24.031007751937985,training,742.75
LHPQS,932.0,15.54,59.97425997425998,59.97425997425998,training,916.46
63WHZ,1260.0,41.96,30.028598665395613,30.028598665395613,training,1218.04
JGYF6,542.0,18.08,29.977876106194692,29.977876106194692,training,523.92
2L6E2,1407.0,23.46,59.97442455242967,59.97442455242967,training,1383.54
U3EUQ,923.0,30.75,30.016260162601625,30.016260162601625,training,892.25
MQRFK,679.0,22.67,29.951477723864134,29.951477723864134,training,656.3299999999999
GPJ6E,306.0,29.71,10.299562436889936,10.299562436889936,training,276.29
OQSPB,331.0,33.0,10.030303030303031,10.030303030303031,training,298.0
720KV,477.0,29.46,16.191446028513237,16.191446028513237,training,447.53999999999996
S7CH5,110.0,10.46,10.51625239005736,10.51625239005736,training,99.53999999999999
ZY8F2,702.0,29.38,23.893805309734514,23.893805309734514,training,672.62
GF6TR,938.0,31.92,29.3859649122807,29.3859649122807,training,906.0799999999999
B53VP,527.0,31.62,16.666666666666668,16.666666666666668,training,495.38000000000005
DV6OZ,1262.0,42.04,30.019029495718364,30.019029495718364,training,1219.96
V25D1,702.0,28.04,25.035663338088447,25.035663338088447,training,673.96
MCHRP,716.0,24.33,29.428688861487878,29.428688861487878,training,691.67
K0IGF,1038.0,34.58,30.01735106998265,30.01735106998265,training,1003.42
YFZRG,909.0,30.25,30.049586776859503,30.049586776859503,training,878.75
IBX56,457.0,30.42,15.02301117685733,15.02301117685733,training,426.58
0PPPL,932.0,31.88,29.234629861982434,29.234629861982434,training,900.12
1SJQX,912.0,30.42,29.980276134122285,29.980276134122285,training,881.5799999999999
Z1GUW,603.0,24.25,24.8659793814433,24.8659793814433,training,578.75
7C13O,1479.0,49.33,29.981755524021896,29.981755524021896,training,1429.67
KV287,924.0,30.75,30.048780487804876,30.048780487804876,training,893.25
V5PK0,1016.0,33.83,30.032515518770325,30.032515518770325,training,982.1700000000001
I9SSV,1076.0,36.58,29.414980863860034,29.414980863860034,training,1039.42
BUL4V,476.0,30.25,15.735537190082646,15.735537190082646,training,445.75
YDTH0,864.0,34.5,25.043478260869566,25.043478260869566,training,829.5
HEV65,924.0,30.79,30.00974342318935,30.00974342318935,training,893.21
CFWP7,1083.0,36.08,30.016629711751666,30.016629711751666,training,1046.92
UIPJB,691.0,23.04,29.991319444444446,29.991319444444446,training,667.96
94YTY,500.0,33.25,15.037593984962406,15.037593984962406,training,466.75
FO035,987.0000000000001,33.38,29.56860395446375,29.56860395446375,training,953.62
MTA02,739.0,24.58,30.065093572009765,30.065093572009765,training,714.42
13IJA,931.0,31.04,29.99355670103093,29.99355670103093,training,899.96
OOEHL,744.0,31.0,24.0,24.0,training,713.0
HONL7,792.0,31.62,25.047438330170777,25.047438330170777,training,760.38
R8I8E,908.0,30.25,30.016528925619834,30.016528925619834,training,877.75
WBT2F,928.0,30.92,30.01293661060802,30.01293661060802,training,897.08
PGKB4,924.0,30.79,30.00974342318935,30.00974342318935,training,893.21
7XKUI,1003.0,16.71,60.02393776181927,60.02393776181927,training,986.2900000000001
1SMZZ,225.99999999999997,23.75,9.51578947368421,9.51578947368421,training,202.24999999999997
F9J4H,908.0,30.25,30.016528925619834,30.016528925619834,training,877.75
RSFBP,897.0,29.96,29.939919893190922,29.939919893190922,training,867.0400000000001
OOBMP,197.0,8.17,24.112607099143208,24.112607099143208,training,188.83
5N26T,1072.0,35.71,30.019602352282273,30.019602352282273,training,1036.29
TETZ7,684.0,22.79,30.01316366827556,30.01316366827556,training,661.21
O7IDF,849.0,31.12,27.281491002570693,27.281491002570693,training,817.88
QRLOG,816.0,32.58,25.046040515653775,25.046040515653775,training,783.42
SMQUM,673.0,22.42,30.017841213202495,30.017841213202495,training,650.5799999999999
VTICD,925.0,30.83,30.003243593902045,30.003243593902045,training,894.17
50TLF,442.0,29.42,15.023793337865397,15.023793337865397,training,412.58000000000004
X8Y9X,682.0,28.38,24.031007751937985,24.031007751937985,training,653.62
MZ9X7,931.0,31.04,29.99355670103093,29.99355670103093,training,899.96
4RLYA,520.0,31.25,16.64,16.64,training,488.75
GWK2L,1127.0,37.67,29.917706397663924,29.917706397663924,training,1089.3300000000002
8MR9I,763.0,25.42,30.015735641227376,30.015735641227376,training,737.5799999999999
9EP7R,523.0,31.29,16.714605305209332,16.714605305209332,training,491.71
5C3NY,916.0,30.5,30.0327868852459,30.0327868852459,training,885.5
X9WTR,1934.0,64.5,29.984496124031008,29.984496124031008,training,1869.5
ZSSNJ,1033.0,34.42,30.011621150493898,30.011621150493898,training,998.58
PHH49,239.0,19.75,12.10126582278481,12.10126582278481,training,219.25
VLX0E,594.0,19.75,30.075949367088608,30.075949367088608,training,574.25
Y6ROG,878.0,29.38,29.884275017018382,29.884275017018382,training,848.62
1UNXY,738.0,24.67,29.91487636805837,29.91487636805837,training,713.33
YD9OX,781.0,26.04,29.992319508448542,29.992319508448542,training,754.96
IZTHW,986.0,32.83,30.03350593968931,30.03350593968931,training,953.17
DQGYG,1007.0,41.92,24.021946564885496,24.021946564885496,training,965.08
E5CP9,636.0,31.29,20.325982742090126,20.325982742090126,training,604.71
V95RI,666.0,22.21,29.986492570914002,29.986492570914002,training,643.79
Q7DEB,748.0,24.92,30.016051364365968,30.016051364365968,training,723.0799999999999
NGHT9,852.0,29.38,28.99931926480599,28.99931926480599,training,822.62
1JH1W,1014.0,42.25,24.0,24.0,training,971.75
82XWA,603.0,24.08,25.04152823920266,25.04152823920266,training,578.92
8AT69,914.0,30.46,30.00656598818122,30.00656598818122,training,883.54
DAS12,1015.0,33.79,30.03847292098254,30.03847292098254,training,981.2099999999999
MS58Y,855.0,29.83,28.662420382165607,28.662420382165607,training,825.17
JOBFJ,831.0,27.67,30.03252620166245,30.03252620166245,training,803.33
QRWQ3,1050.0,35.71,29.40352842341081,29.40352842341081,training,1014.29
CSHUE,647.0,21.54,30.037140204271125,30.037140204271125,training,625.46
SG8ZR,1495.0,49.83,30.002006823198876,30.002006823198876,training,1445.1699999999998
TDHM0,910.0,30.29,30.042918454935624,30.042918454935624,training,879.71
FU5NY,611.0,20.33,30.05410723069356,30.05410723069356,training,590.6700000000001
9HVZN,684.0,27.33,25.027442371020857,25.027442371020857,training,656.67
CK3H7,1147.0,38.21,30.01831981156765,30.01831981156765,training,1108.79
WL1DJ,1018.0,33.92,30.011792452830186,30.011792452830186,training,984.0799999999999
MF09L,1535.0,51.33,29.904539255795832,29.904539255795832,training,1483.67
QIQUA,1039.0,34.58,30.046269519953732,30.046269519953732,training,1004.42
FJXBX,874.0,29.29,29.8395356777057,29.8395356777057,training,844.7099999999999
GUYVC,182.00000000000003,21.5,8.465116279069768,8.465116279069768,training,160.50000000000003
HS521,764.0,31.79,24.032714690154137,24.032714690154137,training,732.21
1UFW1,912.0,30.38,30.01974983541804,30.01974983541804,training,881.62
R2KI4,982.0,32.71,30.021400183430142,30.021400183430142,training,949.29
RLA7N,1125.0,37.79,29.769780365175972,29.769780365175972,training,1087.21
6RQHT,660.0,22.0,30.0,30.0,training,638.0
EHYXP,595.0,19.88,29.929577464788736,29.929577464788736,training,575.12
GKII3,811.0,27.04,29.992603550295858,29.992603550295858,training,783.9599999999999
X91NG,1162.0,38.75,29.98709677419355,29.98709677419355,training,1123.25
3S6WL,919.0,30.62,30.01306335728282,30.01306335728282,training,888.38
K8H4G,562.0,23.38,24.03763900769889,24.03763900769889,training,538.62
OJGGZ,1321.0,44.21,29.880117620447862,29.880117620447862,training,1276.79
M2F66,1450.0,48.33,30.00206910821436,30.00206910821436,training,1401.67
GCWNT,686.0,22.88,29.982517482517483,29.982517482517483,training,663.12
1JYPW,732.0,30.46,24.03151674326986,24.03151674326986,training,701.54
IDACP,689.0,22.96,30.008710801393725,30.008710801393725,training,666.04
IKZJE,1944.0,64.75,30.023166023166024,30.023166023166024,training,1879.25
I7DWS,230.0,7.62,30.183727034120736,30.183727034120736,training,222.38
OSENM,828.0,33.08,25.030229746070134,25.030229746070134,training,794.92
HL9YR,1220.0,40.67,29.99754118514876,29.99754118514876,training,1179.3300000000002
XXMN1,923.0,30.75,30.016260162601625,30.016260162601625,training,892.25
XFLQH,1018.0,34.88,29.185779816513758,29.185779816513758,training,983.12
WX4AP,187.99999999999997,20.5,9.170731707317072,9.170731707317072,training,167.49999999999997
24B2K,1617.0,53.92,29.98887240356083,29.98887240356083,training,1563.08
UB3KO,1288.0,42.92,30.00931966449208,30.00931966449208,training,1245.0800000000002
5B2K2,912.0,30.38,30.01974983541804,30.01974983541804,training,881.62
O0R1A,740.0,30.83,24.002594875121638,24.002594875121638,training,709.1700000000001
18HFG,736.0,24.79,29.689390883420735,29.689390883420735,training,711.21
MV37M,291.0,23.29,12.494632889652213,12.494632889652213,training,267.71000000000004
T1XP2,928.0,30.92,30.01293661060802,30.01293661060802,training,897.08
1D2OX,926.0,30.83,30.03567953292248,30.03567953292248,training,895.17
LZUAY,825.0,27.5,30.0,30.0,training,797.5
W01LY,729.0,29.12,25.034340659340657,25.034340659340657,training,699.88
03M0K,701.0,23.42,29.931682322801024,29.931682322801024,training,677.58
40WPV,1137.0,37.92,29.984177215189874,29.984177215189874,training,1099.0800000000002
61UIO,775.0,31.04,24.96778350515464,24.96778350515464,training,743.9599999999999
YC3OE,940.0,39.12,24.028629856850717,24.028629856850717,training,900.88
TQGPM,927.0,30.88,30.019430051813472,30.019430051813472,training,896.12
A6R22,949.0,31.62,30.012650221378873,30.012650221378873,training,917.38
ZOBZV,1168.0,38.92,30.01027749229188,30.01027749229188,training,1129.08
ZFT87,877.0,29.25,29.982905982905983,29.982905982905983,training,847.75
Q5Y02,939.0,31.92,29.417293233082706,29.417293233082706,training,907.08
DNXBJ,932.0,30.96,30.103359173126613,30.103359173126613,training,901.04
VUXLB,308.0,30.75,10.016260162601625,10.016260162601625,training,277.25
DRXNL,920.0,30.75,29.91869918699187,29.91869918699187,training,889.25
YO9NC,900.0,29.96,30.040053404539385,30.040053404539385,training,870.04
YJRBY,1008.0,33.58,30.01786777843955,30.01786777843955,training,974.42
7CXYB,1043.0,43.42,24.021188392445875,24.021188392445875,training,999.5799999999999
55NNF,462.0,30.75,15.024390243902438,15.024390243902438,training,431.25
MOKPE,1085.0,36.12,30.038759689922482,30.038759689922482,training,1048.8799999999999
TR0TO,600.0,24.96,24.038461538461537,24.038461538461537,training,575.04
UFWKL,221.0,29.38,7.52212389380531,7.52212389380531,training,191.62
8CUHI,653.0,21.75,30.022988505747126,30.022988505747126,training,631.25
82X3Z,741.0,30.88,23.996113989637305,23.996113989637305,training,710.12
YAPN7,621.0,41.33,15.02540527461892,15.02540527461892,training,579.67
JD3KW,468.00000000000006,45.54,10.276679841897234,10.276679841897234,training,422.46000000000004
5XCUV,836.0,27.88,29.98565279770445,29.98565279770445,training,808.12
9D6WC,198.0,19.71,10.045662100456621,10.045662100456621,training,178.29
57RY4,891.0,35.58,25.042158516020237,25.042158516020237,training,855.42
XAOUP,955.0,31.79,30.04089336269267,30.04089336269267,training,923.21
F0PNU,223.0,18.29,12.192454893384364,12.192454893384364,training,204.71
OHNF4,215.0,27.62,7.78421433743664,7.78421433743664,training,187.38
1NNFV,921.0,30.71,29.99023119505047,29.99023119505047,training,890.29
E661I,920.0,30.62,30.045721750489875,30.045721750489875,training,889.38
XQDQ4,515.0,30.92,16.65588615782665,16.65588615782665,training,484.08000000000004
JQ2SN,714.0,29.75,24.0,24.0,training,684.25
6B93R,1387.0,46.21,30.015148236312484,30.015148236312484,training,1340.79
61RMD,930.0,30.96,30.03875968992248,30.03875968992248,training,899.04
FM3TT,266.0,8.83,30.124575311438278,30.124575311438278,training,257.17
IC89C,1306.0,52.21,25.014365064163954,25.014365064163954,training,1253.79
1N1UT,892.0,29.71,30.023561090541904,30.023561090541904,training,862.29
CBXI2,901.0,30.04,29.993342210386153,29.993342210386153,training,870.96
XJS1X,740.0,30.79,24.03377720038974,24.03377720038974,training,709.21
0RNRI,929.0,31.04,29.929123711340207,29.929123711340207,training,897.96
AFTMI,1144.0,38.25,29.908496732026144,29.908496732026144,training,1105.75
969Z9,365.0,12.12,30.115511551155116,30.115511551155116,training,352.88
IFQS1,398.0,16.54,24.06287787182588,24.06287787182588,training,381.46000000000004
K6DF2,580.0,31.12,18.637532133676093,18.637532133676093,training,548.88
UGQD0,819.0,32.71,25.038214613268114,25.038214613268114,training,786.29
GIZ95,768.0,30.67,25.04075643951744,25.04075643951744,training,737.3299999999999
QZCSM,289.0,12.0,24.083333333333332,24.083333333333332,training,277.0
V4PKW,328.0,26.38,12.433661865049281,12.433661865049281,training,301.62
BBQIS,1251.0,41.71,29.99280748022057,29.99280748022057,training,1209.29
JSD0F,860.0,28.67,29.99651203348448,29.99651203348448,training,831.33
RKGXU,735.0,25.29,29.062870699881376,29.062870699881376,training,709.7099999999999
39SXL,1226.0,40.83,30.026940974773453,30.026940974773453,training,1185.17
LXSIG,676.0,28.12,24.039829302987197,24.039829302987197,training,647.88
ARESU,929.0,30.96,30.006459948320412,30.006459948320412,training,898.04
DJMZC,558.0,22.29,25.03364737550471,25.03364737550471,training,535.7099999999999
CJELP,916.0,30.54,29.99345121152587,29.99345121152587,training,885.46
F5TL0,751.0,31.25,24.032,24.032,training,719.75
6Y0XA,879.0,29.38,29.91831177671886,29.91831177671886,training,849.62
4ZWLA,700.0,29.17,23.997257456290708,23.997257456290708,training,670.8299999999999
NSDFA,1052.0,35.08,29.98859749144812,29.98859749144812,training,1016.9200000000001
NL7BY,405.0,13.5,30.0,30.0,training,391.5
TSQBQ,871.0,29.0,30.03448275862069,30.03448275862069,training,842.0
5UUEP,955.0,31.83,30.003141690229345,30.003141690229345,training,923.17
QQG8X,950.0,31.67,29.996842437638144,29.996842437638144,training,918.33
K2LY1,917.0,30.54,30.02619515389653,30.02619515389653,training,886.46
4CAAH,975.0,32.5,30.0,30.0,training,942.5
3YC35,382.0,34.54,11.05964099594673,11.05964099594673,training,347.46000000000004
DCFKL,926.0,30.83,30.03567953292248,30.03567953292248,training,895.17
C1A2T,872.0,34.83,25.035888601780076,25.035888601780076,training,837.1700000000001
Z9THH,470.0,31.29,15.020773410035156,15.020773410035156,training,438.71000000000004
AM13K,436.0,14.5,30.06896551724138,30.06896551724138,training,421.5
TVBLW,975.0,32.46,30.036968576709796,30.036968576709796,training,942.54
91T4S,841.0,28.04,29.99286733238231,29.99286733238231,training,812.9599999999999
MW2KW,910.0,30.29,30.042918454935624,30.042918454935624,training,879.71
E6389,850.0,28.29,30.045952633439377,30.045952633439377,training,821.7099999999999
J5ZZQ,744.0,29.96,24.833110814419225,24.833110814419225,training,714.04
IXJKT,770.0,25.67,29.996104402025708,29.996104402025708,training,744.3299999999999
H7Y0J,918.0,30.58,30.019620667102682,30.019620667102682,training,887.42
G41CL,913.0,30.42,30.013149243918473,30.013149243918473,training,882.58
CTCO8,894.0,29.75,30.050420168067227,30.050420168067227,training,864.25
DSRSB,912.0,30.42,29.980276134122285,29.980276134122285,training,881.5799999999999
YINV4,473.0,15.75,30.03174603174603,30.03174603174603,training,457.25
UBYBQ,919.0,30.62,30.01306335728282,30.01306335728282,training,888.38
DJ7DG,924.0,30.75,30.048780487804876,30.048780487804876,training,893.25
8BG1T,1365.0,45.46,30.026396832380115,30.026396832380115,training,1319.54
A4VK8,541.0,18.0,30.055555555555557,30.055555555555557,training,523.0
8NGDR,1291.0,43.04,29.9953531598513,29.9953531598513,training,1247.96
RJN35,1025.0,34.17,29.99707345624817,29.99707345624817,training,990.83
EQO9N,929.0,30.92,30.045278137128072,30.045278137128072,training,898.08
WSLMS,920.0,30.62,30.045721750489875,30.045721750489875,training,889.38
WUL5P,967.0,32.33,29.910300030931026,29.910300030931026,training,934.6700000000001
I30LP,967.0,32.33,29.910300030931026,29.910300030931026,training,934.6700000000001
RUOOY,910.0,30.42,29.91452991452991,29.91452991452991,training,879.5799999999999
0UFI4,1408.0,46.96,29.98296422487223,29.98296422487223,training,1361.04
ED0VL,1147.0,39.0,29.41025641025641,29.41025641025641,training,1108.0
SX07Q,1448.0,48.25,30.010362694300518,30.010362694300518,training,1399.75
38ZFZ,736.0,24.54,29.991850040749796,29.991850040749796,training,711.4599999999999
AAW5D,642.0,21.38,30.028063610851266,30.028063610851266,training,620.62
GXEJB,901.0,30.04,29.993342210386153,29.993342210386153,training,870.96
VK0OU,965.0,32.12,30.04358655043587,30.04358655043587,training,932.88
PABBK,711.0,29.58,24.036511156186613,24.036511156186613,training,681.42
XKPLB,686.0,22.83,30.048182216381957,30.048182216381957,training,663.1700000000001
MYGJA,640.0,21.33,30.004688232536335,30.004688232536335,training,618.67
FU5AP,942.0,34.42,27.367809413131898,27.367809413131898,training,907.5799999999999
QC4R2,993.0,33.08,30.01813784764208,30.01813784764208,training,959.92
SFIWO,885.0,29.46,30.04073319755601,30.04073319755601,training,855.5400000000001
DYYLD,710.0,29.58,24.0027045300879,24.0027045300879,training,680.4200000000001
ZUHRU,935.0,31.12,30.04498714652956,30.04498714652956,training,903.88
IA7X9,741.0,25.25,29.346534653465348,29.346534653465348,training,715.75
QTOJX,1042.0,34.71,30.020167098818785,30.020167098818785,training,1007.2900000000001
C1QDS,918.0,30.58,30.019620667102682,30.019620667102682,training,887.42
F1OMV,555.0,18.88,29.39618644067797,29.39618644067797,training,536.12
3HVKR,834.0,27.79,30.010795250089963,30.010795250089963,training,806.21
L0RDL,741.0,30.83,24.035030814142072,24.035030814142072,training,710.1700000000001
01KML,1010.0,33.67,29.997029997029994,29.997029997029994,training,976.3299999999999
T8V10,780.0,32.46,24.029574861367838,24.029574861367838,training,747.5400000000001
3HOJR,1006.0,33.67,29.878229878229877,29.878229878229877,training,972.33
08XNM,488.0,32.46,15.03388786198398,15.03388786198398,training,455.53999999999996
MHTRY,204.0,8.46,24.113475177304963,24.113475177304963,training,195.54
YYKZ9,1030.0,34.33,30.002912904165456,30.002912904165456,training,995.6700000000001
7POUA,745.0,31.0,24.032258064516128,24.032258064516128,training,714.0
2XLVN,1130.0,38.46,29.381175247009878,29.381175247009878,training,1091.54
2RU6J,733.0,24.42,30.016380016380015,30.016380016380015,training,708.58
QZP8N,870.0,28.96,30.041436464088395,30.041436464088395,training,841.04
NRYS3,978.0,32.58,30.018416206261513,30.018416206261513,training,945.4200000000001
X1KKZ,1244.0,41.88,29.703915950334288,29.703915950334288,training,1202.1200000000001
NBMZ0,799.0,31.92,25.031328320802004,25.031328320802004,training,767.08
7P0JX,1020.0,34.0,30.0,30.0,training,986.0
XIG01,878.0,29.25,30.017094017094017,30.017094017094017,training,848.75
7HQLV,1029.0,34.25,30.043795620437955,30.043795620437955,training,994.75
7DODT,922.0,30.71,30.022793878215563,30.022793878215563,training,891.29
1ERM9,889.0,29.58,30.054090601757945,30.054090601757945,training,859.42
9VKVA,952.0,31.75,29.984251968503937,29.984251968503937,training,920.25
106AY,1021.0,34.0,30.029411764705884,30.029411764705884,training,987.0
3EIRZ,657.0,26.25,25.02857142857143,25.02857142857143,training,630.75
OBO40,142.00000000000003,17.08,8.313817330210775,8.313817330210775,training,124.92000000000002
J8KPE,1190.0,39.67,29.99747920342828,29.99747920342828,training,1150.33
ESM8H,886.0,30.0,29.533333333333335,29.533333333333335,training,856.0
RO9RP,755.0,29.17,25.882756256427836,25.882756256427836,training,725.83
V1TET,711.0,28.42,25.017593244194227,25.017593244194227,training,682.5799999999999
H8XPL,177.0,5.88,30.102040816326532,30.102040816326532,training,171.12
0WV3L,1111.0,37.04,29.994600431965445,29.994600431965445,training,1073.96
CWUDQ,762.0,30.46,25.016414970453052,25.016414970453052,training,731.54
RGY38,910.0,30.33,30.00329706561161,30.00329706561161,training,879.6700000000001
BSFVT,1008.0,33.58,30.01786777843955,30.01786777843955,training,974.42
A52N5,744.0,31.0,24.0,24.0,training,713.0
EL3N9,1083.0,36.08,30.016629711751666,30.016629711751666,training,1046.92
T5MLJ,804.0,33.46,24.028690974297668,24.028690974297668,training,770.54
S7PLQ,481.0,31.96,15.050062578222779,15.050062578222779,training,449.04
YXP9P,1011.0,33.67,30.026730026730025,30.026730026730025,training,977.33
9HTQ1,930.0,30.96,30.03875968992248,30.03875968992248,training,899.04
1KOZ4,1298.0,43.25,30.01156069364162,30.01156069364162,training,1254.75
0F0WE,1002.0,33.42,29.982046678635545,29.982046678635545,training,968.5799999999999
S2XJW,850.0,33.96,25.02944640753828,25.02944640753828,training,816.0400000000001
NMC3H,689.0,22.92,30.061082024432807,30.061082024432807,training,666.0799999999999
1P97N,927.0,30.92,29.980595084087966,29.980595084087966,training,896.0799999999999
UZMMO,1089.0,36.25,30.041379310344826,30.041379310344826,training,1052.75
BRJ0H,1054.0,35.12,30.011389521640094,30.011389521640094,training,1018.88
G9I7C,534.0,32.04,16.666666666666668,16.666666666666668,training,501.96000000000004
XB2NM,719.0,23.92,30.058528428093645,30.058528428093645,training,695.08
HQGEJ,949.0,32.79,28.9417505336993,28.9417505336993,training,916.21
1L7XE,317.0,10.54,30.075901328273247,30.075901328273247,training,306.46
UZDEE,726.0,30.21,24.0317775571003,24.0317775571003,training,695.7900000000001
HIO3X,1600.0,53.29,30.024394820791894,30.024394820791894,training,1546.71
WCKTP,961.0,32.0,30.03125,30.03125,training,929.0
FYJJT,1016.0,33.83,30.032515518770325,30.032515518770325,training,982.1700000000001
UMXKN,945.0,31.46,30.03814367450731,30.03814367450731,training,913.54
BNH5C,775.0,32.17,24.090767796083306,24.090767796083306,training,742.8299999999999
VOAAZ,1482.0,49.42,29.98785916632942,29.98785916632942,training,1432.5800000000002
CO3LU,1090.0,37.0,29.45945945945946,29.45945945945946,training,1053.0
ES7QT,920.0,30.67,29.996739484838603,29.996739484838603,training,889.33
3FX0M,232.0,7.71,30.090791180285343,30.090791180285343,training,224.29
RCA3E,896.0,29.88,29.98661311914324,29.98661311914324,training,866.12
YM5CV,713.0,23.75,30.021052631578947,30.021052631578947,training,689.25
1L220,2039.0,135.75,15.020257826887661,15.020257826887661,training,1903.25
PKNT2,1166.0,38.88,29.989711934156375,29.989711934156375,training,1127.12
DQFF2,585.0,30.75,19.024390243902438,19.024390243902438,training,554.25
5XKVP,391.0,13.0,30.076923076923077,30.076923076923077,training,378.0
SVEWD,858.0,28.58,30.020993701889434,30.020993701889434,training,829.42
ZK05Q,879.0,29.38,29.91831177671886,29.91831177671886,training,849.62
E546V,663.0,22.17,29.90527740189445,29.90527740189445,training,640.8299999999999
WVTVK,710.0,23.67,29.99577524292353,29.99577524292353,training,686.3299999999999
09KVK,816.0,27.21,29.988974641675853,29.988974641675853,training,788.79
EZ7X3,924.0,31.62,29.22201138519924,29.22201138519924,training,892.38
TX122,1077.0,35.92,29.98329621380846,29.98329621380846,training,1041.08
O8BH6,913.0,30.42,30.013149243918473,30.013149243918473,training,882.58
H51V5,690.0,28.75,24.0,24.0,training,661.25
2E8GU,672.0,22.38,30.026809651474533,30.026809651474533,training,649.62
VQN81,939.0,31.25,30.048,30.048,training,907.75
E184J,931.0,31.04,29.99355670103093,29.99355670103093,training,899.96
3AHLN,1357.0,22.62,59.99115826702033,59.99115826702033,training,1334.3799999999999
00NN7,919.0,30.62,30.01306335728282,30.01306335728282,training,888.38
WDY1G,810.0,26.96,30.044510385756677,30.044510385756677,training,783.0400000000001
QYE21,751.0,30.0,25.033333333333335,25.033333333333335,training,721.0
HX22J,607.0,25.25,24.03960396039604,24.03960396039604,training,581.75
IUBYO,179.0,5.96,30.033557046979865,30.033557046979865,training,173.04
GGAN0,365.0,22.75,16.043956043956044,16.043956043956044,training,342.25
MMTED,664.0,22.08,30.072463768115945,30.072463768115945,training,641.9200000000001
LPT4A,749.0,31.17,24.029515559833172,24.029515559833172,training,717.83
SFHHR,750.0,31.25,24.0,24.0,training,718.75
TNEEH,265.0,28.42,9.32441942294159,9.32441942294159,training,236.58
ADK5J,713.0,23.75,30.021052631578947,30.021052631578947,training,689.25
QNVMD,1069.0,35.58,30.04496908375492,30.04496908375492,training,1033.42
F0ZPW,945.9999999999999,39.29,24.07737337744973,24.07737337744973,training,906.7099999999999
6B7HM,932.0,31.08,29.98712998712999,29.98712998712999,training,900.9200000000001
A2Z46,1012.0,33.75,29.985185185185184,29.985185185185184,training,978.25
M7Y6V,530.0,31.79,16.67190940547342,16.67190940547342,training,498.21000000000004
V5XKZ,949.0,31.58,30.050664977834074,30.050664977834074,training,917.4200000000001
TSYR3,801.0,26.71,29.988768251591164,29.988768251591164,training,774.2900000000001
6JGXL,863.0,28.75,30.017391304347825,30.017391304347825,training,834.25
7R4YS,523.0,31.12,16.80591259640103,16.80591259640103,training,491.88000000000005
SY1JE,514.0,17.12,30.023364485981308,30.023364485981308,training,496.88
GMMVC,536.0,17.83,30.0616937745373,30.0616937745373,training,518.17
P4FXX,1075.0,35.83,30.002790957298355,30.002790957298355,training,1039.17
VU7P7,521.0,17.33,30.063473744950954,30.063473744950954,training,503.67
3Z1YC,933.0,31.08,30.019305019305023,30.019305019305023,training,901.9200000000001
OPJG1,918.0,30.58,30.019620667102682,30.019620667102682,training,887.42
E0ZBC,1345.0,44.83,30.002230649118896,30.002230649118896,training,1300.17
UQPO0,1508.0,50.29,29.986080731755816,29.986080731755816,training,1457.71
JTXUA,1694.0,56.42,30.024813895781637,30.024813895781637,training,1637.58
785X2,1627.0,54.21,30.012912746725696,30.012912746725696,training,1572.79
TF0KM,928.0,30.92,30.01293661060802,30.01293661060802,training,897.08
GTK8W,1116.0,37.17,30.02421307506053,30.02421307506053,training,1078.83
J3SQC,806.0,26.88,29.985119047619047,29.985119047619047,training,779.12
5Q3QB,1067.0,35.58,29.988757729061273,29.988757729061273,training,1031.42
S1XW9,1002.0,33.38,30.017974835230675,30.017974835230675,training,968.62
FKFU3,957.0,31.92,29.981203007518797,29.981203007518797,training,925.08
L8FFR,937.0,31.25,29.984,29.984,training,905.75
99UA6,1429.0,59.38,24.06534186594813,24.06534186594813,training,1369.6200000000001
2P2ZC,829.0,28.12,29.480796586059743,29.480796586059743,training,800.88
3U1SS,917.0,30.58,29.98691955526488,29.98691955526488,training,886.42
5DYQR,261.0,17.33,15.06058857472591,15.06058857472591,training,243.67000000000002
06II2,955.0,31.83,30.003141690229345,30.003141690229345,training,923.17
81YUE,921.0,30.71,29.99023119505047,29.99023119505047,training,890.29
BPWJI,701.0,29.17,24.031539252656838,24.031539252656838,training,671.83
