,frame-init,frame-end,video-frames,time-init,time-end,video-seconds,score,name
88411,301,364,920,10.02,12.11,30.62,0.6831858158111572,7RBKP
88441,338,507,1154,11.25,16.88,38.42,0.7161716222763062,GKSL2
88437,16,87,1154,0.53,2.90,38.42,0.6014729738235474,GKSL2
88427,67,476,1154,2.23,15.85,38.42,0.5829562544822693,GKSL2
88457,121,160,299,7.37,9.74,18.21,0.6575038433074951,FPFFN
88451,111,149,299,6.76,9.07,18.21,0.638259768486023,FPFFN
88474,101,136,299,6.15,8.28,18.21,0.6377984285354614,FPFFN
88491,59,469,899,1.97,15.63,29.96,0.6169549226760864,1HGEX
88500,430,502,899,14.33,16.73,29.96,0.5998126268386841,1HGEX
88504,8,358,899,0.27,11.93,29.96,0.5045426487922668,1HGEX
88520,1,34,169,0.10,3.41,16.96,0.595005989074707,SUKBV
88521,130,154,169,13.05,15.45,16.96,0.575557291507721,SUKBV
88533,15,59,169,1.51,5.92,16.96,0.548559844493866,SUKBV
88555,54,454,1288,1.80,15.14,42.96,0.7204639315605164,Z1A0Q
88572,213,502,1288,7.10,16.74,42.96,0.6624628305435181,Z1A0Q
88544,155,502,1288,5.17,16.74,42.96,0.6395729780197144,Z1A0Q
88597,13,57,846,0.52,2.28,33.79,0.6289108395576477,OFNQV
88584,8,41,846,0.32,1.64,33.79,0.5744725465774536,OFNQV
88601,368,500,846,14.70,19.97,33.79,0.5319052338600159,OFNQV
88608,157,483,846,5.23,16.08,28.17,0.671064019203186,5V8OI
88619,58,466,846,1.93,15.52,28.17,0.6564671993255615,5V8OI
88636,227,475,846,7.56,15.82,28.17,0.6340138912200928,5V8OI
88657,149,360,416,9.91,23.95,27.67,0.7022438049316406,A0T30
88640,163,416,416,10.84,27.67,27.67,0.6783219575881958,A0T30
88669,215,360,416,14.30,23.95,27.67,0.6420316696166992,A0T30
88672,176,465,948,5.89,15.55,31.71,0.7206363677978516,01KM1
88683,59,465,948,1.97,15.55,31.71,0.6625096201896667,01KM1
88689,157,391,948,5.25,13.08,31.71,0.6137709617614746,01KM1
88706,201,252,712,6.69,8.39,23.71,0.6763548851013184,V115C
88731,317,357,712,10.56,11.89,23.71,0.6684587597846985,V115C
88729,393,454,712,13.09,15.12,23.71,0.6328780651092529,V115C
88761,384,487,707,12.79,16.21,23.54,0.6915023326873779,6J8NE
88743,346,418,707,11.52,13.92,23.54,0.663623034954071,6J8NE
88755,180,228,707,5.99,7.59,23.54,0.629895031452179,6J8NE
88789,26,104,1259,0.60,2.41,29.21,0.6846477389335632,5LETG
88787,185,234,1259,4.29,5.43,29.21,0.6532933115959167,5LETG
88780,168,228,1259,3.90,5.29,29.21,0.6507718563079834,5LETG
88811,65,468,916,2.17,15.60,30.54,0.6996368169784546,88ZZV
88828,194,498,916,6.47,16.60,30.54,0.6875028610229492,88ZZV
88824,9,373,916,0.30,12.44,30.54,0.634246826171875,88ZZV
88843,55,460,1004,1.83,15.33,33.46,0.6171525120735168,ZATTZ
88836,33,132,1004,1.10,4.40,33.46,0.5815330743789673,ZATTZ
88857,379,496,1004,12.63,16.53,33.46,0.5722740888595581,ZATTZ
88875,69,470,925,2.30,15.64,30.79,0.7050192356109619,WT2C0
88864,158,493,925,5.26,16.41,30.79,0.7044805288314819,WT2C0
88892,214,495,925,7.12,16.48,30.79,0.7008335590362549,WT2C0
88923,292,378,744,9.73,12.59,24.79,0.6417992115020752,5FHH2
88907,70,470,744,2.33,15.66,24.79,0.6291663646697998,5FHH2
88924,279,426,744,9.30,14.19,24.79,0.6125506162643433,5FHH2
88953,394,487,583,15.18,18.76,22.46,0.725030779838562,PIRMO
88934,240,287,583,9.25,11.06,22.46,0.7218234539031982,PIRMO
88948,434,494,583,16.72,19.03,22.46,0.7199783325195312,PIRMO
88989,244,331,909,8.13,11.03,30.29,0.7409197092056274,2GQDN
88965,44,190,909,1.47,6.33,30.29,0.710568904876709,2GQDN
88964,43,145,909,1.43,4.83,30.29,0.7075213193893433,2GQDN
89003,49,444,641,2.05,18.58,26.83,0.7460788488388062,R87CC
88992,172,453,641,7.20,18.96,26.83,0.7097814679145813,R87CC
89020,233,451,641,9.75,18.88,26.83,0.7031989097595215,R87CC
89045,46,109,968,1.53,3.63,32.25,0.7533187866210938,ABXKN
89028,61,128,968,2.03,4.26,32.25,0.7531979084014893,ABXKN
89029,64,147,968,2.13,4.90,32.25,0.6536740064620972,ABXKN
89067,78,324,324,6.48,26.92,26.92,0.7099267244338989,WGM7C
89056,177,324,324,14.71,26.92,26.92,0.5685158967971802,WGM7C
89084,245,324,324,20.36,26.92,26.92,0.5193265676498413,WGM7C
89113,377,494,907,12.56,16.45,30.21,0.6745355129241943,W25MK
89099,73,472,907,2.43,15.72,30.21,0.639129638671875,W25MK
89095,344,427,907,11.46,14.22,30.21,0.5516954660415649,W25MK
89132,166,219,720,6.63,8.74,28.75,0.5456163883209229,7XLMZ
89140,426,502,720,17.01,20.05,28.75,0.41915005445480347,7XLMZ
89141,21,75,720,0.84,2.99,28.75,0.41315320134162903,7XLMZ
89180,217,460,918,7.23,15.32,30.58,0.712852954864502,PWTN2
89152,187,427,918,6.23,14.22,30.58,0.6894353032112122,PWTN2
89163,57,460,918,1.90,15.32,30.58,0.6426900625228882,PWTN2
89204,428,496,620,17.78,20.60,25.75,0.7051911950111389,GSQX3
89209,409,476,620,16.99,19.77,25.75,0.6201072931289673,GSQX3
89191,360,402,620,14.95,16.70,25.75,0.5226900577545166,GSQX3
89241,405,493,995,13.48,16.41,33.12,0.654244065284729,G9SRO
89236,434,501,995,14.45,16.68,33.12,0.6201571226119995,G9SRO
89227,86,488,995,2.86,16.24,33.12,0.5122340321540833,G9SRO
89273,388,487,1011,12.94,16.24,33.71,0.5644170641899109,PURYC
89269,17,103,1011,0.57,3.43,33.71,0.49829140305519104,PURYC
89252,37,132,1011,1.23,4.40,33.71,0.49380427598953247,PURYC
89308,215,447,579,11.51,23.93,31.00,0.724677562713623,KTKWL
89280,163,453,579,8.73,24.25,31.00,0.6620011329650879,KTKWL
89291,53,455,579,2.84,24.36,31.00,0.6498792171478271,KTKWL
89324,121,281,290,11.73,27.25,28.12,0.613272488117218,8SAEO
89331,157,247,290,15.22,23.95,28.12,0.5948642492294312,8SAEO
89329,142,290,290,13.77,28.12,28.12,0.5810409784317017,8SAEO
89355,79,480,751,3.29,20.00,31.29,0.649167001247406,L0CK7
89369,364,499,751,15.17,20.79,31.29,0.6337520480155945,L0CK7
89364,414,500,751,17.25,20.83,31.29,0.5876291990280151,L0CK7
89403,320,369,794,10.66,12.30,26.46,0.6705226302146912,NCDE3
89404,342,404,794,11.40,13.46,26.46,0.6060637831687927,NCDE3
89401,400,447,794,13.33,14.90,26.46,0.603533923625946,NCDE3
89419,50,453,533,1.67,15.09,17.75,0.7249944806098938,HA1XJ
89408,176,464,533,5.86,15.45,17.75,0.6415644884109497,HA1XJ
89437,238,355,533,7.93,11.82,17.75,0.638441801071167,HA1XJ
89460,426,498,904,14.17,16.57,30.08,0.7330979108810425,I1CUU
89465,407,492,904,13.54,16.37,30.08,0.7141295671463013,I1CUU
89442,195,261,904,6.49,8.68,30.08,0.6711928844451904,I1CUU
89478,212,307,412,7.05,10.22,13.71,0.6683475971221924,5G9SV
89483,55,412,412,1.83,13.71,13.71,0.6627298593521118,5G9SV
89489,192,337,412,6.39,11.21,13.71,0.6321186423301697,5G9SV
89504,156,490,1180,5.32,16.70,40.21,0.7253506779670715,XZ0KV
89532,203,493,1180,6.92,16.80,40.21,0.7045848369598389,XZ0KV
89515,61,462,1180,2.08,15.74,40.21,0.6826739311218262,XZ0KV
89561,388,479,1352,12.94,15.97,45.08,0.7160038948059082,B4MNI
89543,361,425,1352,12.04,14.17,45.08,0.697878897190094,B4MNI
89541,64,170,1352,2.13,5.67,45.08,0.6789536476135254,B4MNI
89595,286,376,546,9.52,12.51,18.17,0.5822008848190308,PS29P
89575,309,420,546,10.28,13.98,18.17,0.5682477355003357,PS29P
89577,118,193,546,3.93,6.42,18.17,0.48193106055259705,PS29P
89625,358,503,736,14.92,20.96,30.67,0.6793235540390015,8MIK9
89611,79,482,736,3.29,20.09,30.67,0.6731705665588379,8MIK9
89628,245,500,736,10.21,20.84,30.67,0.6054607629776001,8MIK9
89639,324,435,923,10.79,14.49,30.75,0.7444795370101929,BR8B3
89660,267,469,923,8.90,15.62,30.75,0.7367017865180969,BR8B3
89643,66,461,923,2.20,15.36,30.75,0.7213190793991089,BR8B3
89675,63,467,910,2.10,15.56,30.33,0.7084152698516846,113YU
89692,234,463,910,7.80,15.43,30.33,0.7073243260383606,113YU
89664,185,459,910,6.17,15.30,30.33,0.686040997505188,113YU
89717,17,63,929,0.57,2.10,30.92,0.7301900386810303,J27HW
89704,10,46,929,0.33,1.53,30.92,0.7019354104995728,J27HW
89700,30,88,929,1.00,2.93,30.92,0.4488532841205597,J27HW
89749,16,86,912,0.53,2.87,30.42,0.684077799320221,E89O3
89736,11,60,912,0.37,2.00,30.42,0.6131881475448608,E89O3
89739,55,466,912,1.83,15.54,30.42,0.5412911772727966,E89O3
89785,389,482,766,16.19,20.06,31.88,0.6678914427757263,O52BL
89768,8,40,766,0.33,1.66,31.88,0.653868556022644,O52BL
89786,102,140,766,4.25,5.83,31.88,0.6316016316413879,O52BL
89809,193,289,881,6.46,9.68,29.50,0.6653074622154236,LWINQ
89803,61,464,881,2.04,15.54,29.50,0.6493710875511169,LWINQ
89820,278,418,881,9.31,14.00,29.50,0.6413167715072632,LWINQ
89836,125,301,783,5.00,12.03,31.29,0.6845124959945679,KFGXC
89841,152,331,783,6.07,13.23,31.29,0.6575530767440796,KFGXC
89849,352,495,783,14.07,19.78,31.29,0.6298115253448486,KFGXC
89867,54,283,283,7.29,38.21,38.21,0.7390366792678833,5KOTU
89884,217,283,283,29.30,38.21,38.21,0.6666985750198364,5KOTU
89861,23,242,283,3.11,32.67,38.21,0.5963502526283264,5KOTU
89916,214,460,855,7.12,15.31,28.46,0.6699039340019226,L8120
89905,138,355,855,4.59,11.82,28.46,0.6574109792709351,L8120
89888,137,459,855,4.56,15.28,28.46,0.6535999178886414,L8120
89945,364,495,782,14.55,19.78,31.25,0.6319752335548401,DRPO3
89931,47,454,782,1.88,18.14,31.25,0.5818946957588196,DRPO3
89937,172,319,782,6.87,12.75,31.25,0.5398311614990234,DRPO3
89952,201,426,914,6.69,14.18,30.42,0.6810141801834106,2BFZG
89963,62,470,914,2.06,15.64,30.42,0.6369154453277588,2BFZG
89980,227,447,914,7.56,14.88,30.42,0.6357885599136353,2BFZG
89984,143,261,261,14.25,26.00,26.00,0.6968611478805542,JI3ZF
89995,58,261,261,5.78,26.00,26.00,0.6947369575500488,JI3ZF
90012,222,261,261,22.11,26.00,26.00,0.6875619888305664,JI3ZF
90022,241,295,829,8.03,9.83,27.62,0.6778465509414673,3HF45
90020,60,125,829,2.00,4.16,27.62,0.6732009053230286,3HF45
90021,64,157,829,2.13,5.23,27.62,0.6123820543289185,3HF45
90065,175,298,716,7.29,12.42,29.83,0.6894400715827942,7Y4K6
90073,359,499,716,14.96,20.79,29.83,0.6379460692405701,7Y4K6
90060,132,279,716,5.50,11.62,29.83,0.5889558792114258,7Y4K6
90091,62,463,918,2.07,15.42,30.58,0.676150381565094,HE8TC
90080,192,410,918,6.40,13.66,30.58,0.6237645745277405,HE8TC
90108,245,437,918,8.16,14.56,30.58,0.598635733127594,HE8TC
90129,212,276,652,8.82,11.48,27.12,0.7146338224411011,DOL47
90132,424,499,652,17.64,20.76,27.12,0.695574939250946,DOL47
90114,201,251,652,8.36,10.44,27.12,0.6236156821250916,DOL47
90169,378,492,603,15.09,19.65,24.08,0.6380074620246887,ASNER
90155,72,478,603,2.88,19.09,24.08,0.6295757293701172,ASNER
90149,38,205,603,1.52,8.19,24.08,0.5896604657173157,ASNER
90176,200,436,467,13.31,29.02,31.08,0.8158485889434814,JJGEU
90204,224,447,467,14.91,29.75,31.08,0.8053475022315979,JJGEU
90205,214,391,467,14.24,26.02,31.08,0.706249475479126,JJGEU
90228,445,499,894,14.81,16.61,29.75,0.676252007484436,SSH5I
90216,9,37,894,0.30,1.23,29.75,0.6374167203903198,SSH5I
90233,409,457,894,13.61,15.21,29.75,0.5738770961761475,SSH5I
90265,415,488,1213,13.88,16.33,40.58,0.7551829218864441,PW16K
90260,450,500,1213,15.05,16.73,40.58,0.7430853843688965,PW16K
90247,365,429,1213,12.21,14.35,40.58,0.6399055123329163,PW16K
90279,346,414,759,11.53,13.79,25.29,0.6587826013565063,7KEON
90297,367,496,759,12.23,16.53,25.29,0.6485973000526428,7KEON
90292,395,500,759,13.16,16.66,25.29,0.593987226486206,7KEON
90329,358,502,748,14.89,20.89,31.12,0.6729299426078796,03EW0
90315,84,486,748,3.49,20.22,31.12,0.656196117401123,03EW0
90324,407,502,748,16.93,20.89,31.12,0.5812303423881531,03EW0
90361,380,497,950,12.77,16.70,31.92,0.6421924233436584,WWVFH
90356,405,501,950,13.61,16.83,31.92,0.6390361785888672,WWVFH
90357,13,72,950,0.44,2.42,31.92,0.5654148459434509,WWVFH
90396,222,467,600,7.39,15.54,19.96,0.7421509623527527,NQPM5
90368,178,455,600,5.92,15.14,19.96,0.7410883903503418,NQPM5
90397,219,380,600,7.29,12.64,19.96,0.7157108783721924,NQPM5
90428,226,440,900,7.68,14.95,30.58,0.6984769105911255,4HZ3B
90411,54,454,900,1.83,15.43,30.58,0.652212381362915,4HZ3B
90400,164,435,900,5.57,14.78,30.58,0.6181029677391052,4HZ3B
90449,140,353,823,5.31,13.39,31.21,0.7103241682052612,MBAUA
90432,152,494,823,5.76,18.73,31.21,0.6792474985122681,MBAUA
90443,53,460,823,2.01,17.44,31.21,0.6461734771728516,MBAUA
90466,190,225,231,12.37,14.65,15.04,0.6086540818214417,LC2T0
90483,179,208,231,11.65,13.54,15.04,0.6035882234573364,LC2T0
90485,8,73,231,0.52,4.75,15.04,0.4260962903499603,LC2T0
90521,365,494,921,12.25,16.58,30.92,0.8014001846313477,EOD1J
90516,378,500,921,12.69,16.79,30.92,0.6593853235244751,EOD1J
90513,180,281,921,6.04,9.43,30.92,0.6310873627662659,EOD1J
90548,445,498,866,14.84,16.61,28.88,0.6736385226249695,MNS8T
90556,309,412,866,10.30,13.74,28.88,0.5829818844795227,MNS8T
90549,11,82,866,0.37,2.73,28.88,0.5522034168243408,MNS8T
90585,295,297,297,28.64,28.83,28.83,0.6541295647621155,DANN2
90588,212,297,297,20.58,28.83,28.83,0.5678214430809021,DANN2
90571,53,297,297,5.14,28.83,28.83,0.5183114409446716,DANN2
90617,390,488,558,15.58,19.49,22.29,0.7206838130950928,UY08H
90612,400,497,558,15.98,19.85,22.29,0.6832404136657715,UY08H
90596,39,143,558,1.56,5.71,22.29,0.5840206146240234,UY08H
90631,326,459,1062,10.87,15.31,35.42,0.7771261930465698,9RZ97
90649,356,499,1062,11.87,16.64,35.42,0.7544324398040771,9RZ97
90635,66,467,1062,2.20,15.58,35.42,0.7018828392028809,9RZ97
90667,50,452,528,2.08,18.80,21.96,0.6877932548522949,6MCD9
90656,172,454,528,7.15,18.88,21.96,0.6842033267021179,6MCD9
90684,241,447,528,10.02,18.59,21.96,0.6831920146942139,6MCD9
90705,154,324,512,9.20,19.35,30.58,0.705583393573761,5YGND
90688,157,438,512,9.38,26.16,30.58,0.6887556314468384,5YGND
90716,218,458,512,13.02,27.35,30.58,0.6340826153755188,5YGND
90745,353,498,931,11.77,16.60,31.04,0.6970500946044922,DQ46N
90731,79,479,931,2.63,15.97,31.04,0.6846654415130615,DQ46N
90748,265,463,931,8.84,15.44,31.04,0.5992051362991333,DQ46N
90752,157,475,1121,5.23,15.82,37.33,0.7536042332649231,M1TZR
90769,143,363,1121,4.76,12.09,37.33,0.7183063626289368,M1TZR
90763,54,455,1121,1.80,15.15,37.33,0.7109154462814331,M1TZR
90795,84,483,908,2.80,16.09,30.25,0.3931977152824402,OBS75
90805,9,88,908,0.30,2.93,30.25,0.24796399474143982,OBS75
90809,336,502,908,11.19,16.72,30.25,0.22411106526851654,OBS75
90820,35,144,1099,1.17,4.80,36.62,0.6573854088783264,T2FSV
90844,257,434,1099,8.56,14.46,36.62,0.6419240832328796,T2FSV
90841,338,507,1099,11.26,16.89,36.62,0.6285052299499512,T2FSV
90868,452,499,860,15.79,17.43,30.04,0.6679203510284424,PIMO4
90869,39,73,860,1.36,2.55,30.04,0.6509950160980225,PIMO4
90852,70,103,860,2.45,3.60,30.04,0.6119757294654846,PIMO4
90905,373,501,919,12.41,16.67,30.58,0.6697306632995605,SZJ09
90899,176,228,919,5.86,7.59,30.58,0.6309922337532043,SZJ09
90892,156,213,919,5.19,7.09,30.58,0.6216424703598022,SZJ09
90917,53,220,827,1.76,7.33,27.54,0.7421008348464966,M79TJ
90921,105,242,827,3.50,8.06,27.54,0.7402439117431641,M79TJ
90923,63,465,827,2.10,15.49,27.54,0.5906031131744385,M79TJ
90961,219,266,400,14.49,17.60,26.46,0.7389212250709534,UB00R
90946,201,240,400,13.30,15.88,26.46,0.7239038944244385,UB00R
90951,385,400,400,25.47,26.46,26.46,0.7188043594360352,UB00R
91003,280,370,603,11.61,15.34,25.00,0.7938563227653503,OM5R4
91005,263,345,603,10.90,14.30,25.00,0.7437953352928162,OM5R4
90997,10,95,603,0.41,3.94,25.00,0.6727787852287292,OM5R4
91020,153,226,921,5.10,7.54,30.71,0.7001161575317383,CEPB8
91015,347,420,921,11.57,14.00,30.71,0.681268572807312,CEPB8
91036,313,416,921,10.44,13.87,30.71,0.6806123852729797,CEPB8
91065,354,500,694,11.79,16.66,23.12,0.6738400459289551,U8X15
91057,165,344,694,5.50,11.46,23.12,0.6713407039642334,U8X15
91051,57,468,694,1.90,15.59,23.12,0.5484397411346436,U8X15
91076,48,148,595,1.60,4.94,19.88,0.6803450584411621,O8PO3
91079,349,415,595,11.66,13.87,19.88,0.6787691116333008,O8PO3
91077,51,176,595,1.70,5.88,19.88,0.6333363056182861,O8PO3
91115,61,470,1076,2.03,15.67,35.88,0.5957784652709961,OUTGB
91116,127,268,1076,4.23,8.94,35.88,0.5861839056015015,OUTGB
91132,264,418,1076,8.80,13.94,35.88,0.5614727735519409,OUTGB
91147,49,452,924,1.63,15.06,30.79,0.7465930581092834,Q1K00
91136,188,468,924,6.26,15.59,30.79,0.7367489337921143,Q1K00
91164,228,473,924,7.60,15.76,30.79,0.7332303524017334,Q1K00
91196,241,494,956,8.02,16.45,31.83,0.7301806211471558,ANXB8
91175,276,491,956,9.19,16.35,31.83,0.7155303955078125,ANXB8
91193,320,506,956,10.65,16.85,31.83,0.7124248743057251,ANXB8
91200,138,489,537,4.59,16.28,17.88,0.727383017539978,SLIH4
91211,47,446,537,1.56,14.85,17.88,0.7270058393478394,SLIH4
91228,199,491,537,6.63,16.35,17.88,0.6943480372428894,SLIH4
91243,71,470,991,2.37,15.67,33.04,0.6915761232376099,NLM0B
91232,168,485,991,5.60,16.17,33.04,0.688431978225708,NLM0B
91260,197,492,991,6.57,16.40,33.04,0.6742806434631348,NLM0B
91292,244,306,306,23.69,29.71,29.71,0.7624788284301758,NWFOF
91271,291,306,306,28.25,29.71,29.71,0.690973162651062,NWFOF
91264,186,306,306,18.06,29.71,29.71,0.6613255739212036,NWFOF
91321,397,494,924,13.21,16.44,30.75,0.7107269167900085,A1NKP
91316,439,500,924,14.61,16.64,30.75,0.638186514377594,A1NKP
91307,59,464,924,1.96,15.44,30.75,0.6192477345466614,A1NKP
91345,97,382,382,6.45,25.42,25.42,0.7368731498718262,HWHLG
91352,8,345,382,0.53,22.96,25.42,0.7138657569885254,HWHLG
91333,20,271,382,1.33,18.03,25.42,0.6893031001091003,HWHLG
91388,206,487,524,6.85,16.19,17.42,0.8039826154708862,GVHM9
91360,154,492,524,5.12,16.36,17.42,0.7914648056030273,GVHM9
91367,241,490,524,8.01,16.29,17.42,0.7264528274536133,GVHM9
91403,65,463,1004,2.17,15.43,33.46,0.7163529396057129,LPJWM
91417,386,494,1004,12.86,16.46,33.46,0.706822395324707,LPJWM
91392,202,401,1004,6.73,13.36,33.46,0.6788565516471863,LPJWM
91428,28,153,1014,0.95,5.21,34.50,0.6343657970428467,29JK6
91452,253,427,1014,8.61,14.53,34.50,0.6249091625213623,29JK6
91435,43,447,1014,1.46,15.21,34.50,0.6130657196044922,29JK6
91481,389,488,900,12.95,16.24,29.96,0.6721289157867432,3C8OG
91460,50,119,900,1.66,3.96,29.96,0.6466398239135742,3C8OG
91477,28,94,900,0.93,3.13,29.96,0.6419379711151123,3C8OG
91499,59,462,1230,1.96,15.38,40.96,0.6656299829483032,HZ3AM
91497,120,206,1230,4.00,6.86,40.96,0.5491217970848083,HZ3AM
91514,104,173,1230,3.46,5.76,40.96,0.4945003390312195,HZ3AM
91529,124,170,488,4.13,5.66,16.25,0.602281928062439,0JHMW
91523,115,160,488,3.83,5.33,16.25,0.596861720085144,0JHMW
91549,251,351,488,8.36,11.69,16.25,0.5923563241958618,0JHMW
91580,231,465,914,7.70,15.50,30.46,0.7168139815330505,H5V2Y
91552,173,470,914,5.77,15.66,30.46,0.6928608417510986,H5V2Y
91563,56,460,914,1.87,15.33,30.46,0.6559625864028931,H5V2Y
91609,385,495,683,12.82,16.49,22.75,0.6643426418304443,5Q6N6
91604,414,500,683,13.79,16.65,22.75,0.6186937093734741,5Q6N6
91605,18,70,683,0.60,2.33,22.75,0.5680081844329834,5Q6N6
91645,252,345,981,8.39,11.49,32.67,0.7410385012626648,X3ASU
91644,255,439,981,8.49,14.62,32.67,0.7341753840446472,X3ASU
91620,33,146,981,1.10,4.86,32.67,0.6937551498413086,X3ASU
91659,62,463,556,2.06,15.41,18.50,0.7491971254348755,JL5O0
91676,235,463,556,7.82,15.41,18.50,0.7390970587730408,JL5O0
91648,174,471,556,5.79,15.67,18.50,0.7161026000976562,JL5O0
91687,328,423,645,10.93,14.10,21.50,0.7030988931655884,KELYK
91705,342,490,645,11.40,16.33,21.50,0.6784393787384033,KELYK
91689,120,192,645,4.00,6.40,21.50,0.6266631484031677,KELYK
91732,453,499,847,18.85,20.77,35.25,0.721781849861145,Q6WH2
91737,412,484,847,17.15,20.14,35.25,0.6371051073074341,Q6WH2
91729,235,285,847,9.78,11.86,35.25,0.5174692273139954,Q6WH2
91769,371,500,724,15.43,20.80,30.12,0.6127148866653442,EKPAQ
91764,417,501,724,17.35,20.84,30.12,0.6044885516166687,EKPAQ
91755,95,493,724,3.95,20.51,30.12,0.5749362707138062,EKPAQ
91784,9,45,968,0.31,1.53,32.83,0.6711760759353638,K801K
91797,17,70,968,0.58,2.37,32.83,0.6576017141342163,K801K
91795,186,220,968,6.31,7.46,32.83,0.6507008671760559,K801K
91836,263,427,710,8.75,14.21,23.62,0.706985592842102,PT0D1
91817,108,221,710,3.59,7.35,23.62,0.6767112016677856,PT0D1
91819,87,478,710,2.89,15.90,23.62,0.6219621300697327,PT0D1
91859,172,234,901,5.73,7.80,30.04,0.636785626411438,C0LZD
91852,157,233,901,5.23,7.77,30.04,0.6292061805725098,C0LZD
91847,342,423,901,11.40,14.10,30.04,0.6059514880180359,C0LZD
91883,62,467,732,2.58,19.46,30.50,0.6053061485290527,8HII5
91893,7,108,732,0.29,4.50,30.50,0.5659136772155762,8HII5
91876,10,141,732,0.42,5.88,30.50,0.39214420318603516,8HII5
91915,43,423,423,2.86,28.12,28.12,0.7011881470680237,FR063
91932,247,423,423,16.42,28.12,28.12,0.6713700890541077,FR063
91904,188,421,423,12.50,27.99,28.12,0.6609851121902466,FR063
91948,116,290,1025,3.87,9.67,34.17,0.6705015897750854,3R95N
91947,69,472,1025,2.30,15.73,34.17,0.6286670565605164,3R95N
91953,163,327,1025,5.43,10.90,34.17,0.6272710561752319,3R95N
91995,317,380,589,10.76,12.90,20.00,0.7500853538513184,6AJX0
91996,319,417,589,10.83,14.16,20.00,0.6507446765899658,6AJX0
91972,34,138,589,1.15,4.69,20.00,0.639232337474823,6AJX0
92025,383,494,735,13.01,16.78,24.96,0.6636600494384766,6LGTT
92029,266,324,735,9.03,11.00,24.96,0.6297863125801086,6LGTT
92012,150,221,735,5.09,7.50,24.96,0.5433728694915771,6LGTT
92057,403,493,611,19.71,24.11,29.88,0.7193776369094849,60XA3
92052,432,497,611,21.13,24.31,29.88,0.7124608159065247,60XA3
92044,147,219,611,7.19,10.71,29.88,0.6662053465843201,60XA3
92081,194,293,978,6.45,9.75,32.54,0.7346712350845337,4JQKA
92089,365,503,978,12.14,16.74,32.54,0.7078720331192017,4JQKA
92084,401,501,978,13.34,16.67,32.54,0.7071743011474609,4JQKA
92121,381,497,910,12.70,16.56,30.33,0.7086440920829773,SCHOY
92102,228,293,910,7.60,9.77,30.33,0.6988189220428467,SCHOY
92113,207,310,910,6.90,10.33,30.33,0.6692349910736084,SCHOY
92140,147,256,683,5.87,10.23,27.29,0.7068363428115845,1HHP1
92147,167,246,683,6.67,9.83,27.29,0.6684086322784424,1HHP1
92153,374,486,683,14.94,19.42,27.29,0.5990721583366394,1HHP1
92171,62,467,1152,2.07,15.56,38.38,0.6974630355834961,Z7O9G
92188,232,489,1152,7.73,16.29,38.38,0.6642537117004395,Z7O9G
92160,176,467,1152,5.86,15.56,38.38,0.6355270743370056,Z7O9G
92204,152,194,249,15.13,19.31,24.79,0.6067976355552673,MLKK5
92211,175,210,249,17.42,20.91,24.79,0.5510647892951965,MLKK5
92198,249,249,249,24.79,24.79,24.79,0.5382490158081055,MLKK5
92235,80,485,910,2.67,16.16,30.33,0.5979785919189453,HWYTN
92249,342,507,910,11.40,16.90,30.33,0.5795637965202332,HWYTN
92252,246,496,910,8.20,16.53,30.33,0.46518561244010925,HWYTN
92281,312,507,992,10.40,16.91,33.08,0.6653133630752563,883AD
92267,82,481,992,2.73,16.04,33.08,0.643120527267456,883AD
92265,107,232,992,3.57,7.74,33.08,0.6362537741661072,883AD
92316,220,501,950,7.32,16.68,31.62,0.7608252763748169,WF8WM
92299,71,471,950,2.36,15.68,31.62,0.7576621770858765,WF8WM
92288,152,504,950,5.06,16.78,31.62,0.7307047843933105,WF8WM
92345,344,496,919,11.45,16.50,30.58,0.591197669506073,PQ0DQ
92331,97,483,919,3.23,16.07,30.58,0.5713537931442261,PQ0DQ
92327,321,429,919,10.68,14.28,30.58,0.45198482275009155,PQ0DQ
92363,61,466,928,2.03,15.53,30.92,0.7351058721542358,APTS7
92376,11,372,928,0.37,12.39,30.92,0.6681716442108154,APTS7
92357,9,283,928,0.30,9.43,30.92,0.5456542372703552,APTS7
92401,180,335,918,6.00,11.16,30.58,0.677127480506897,E8468
92409,344,503,918,11.46,16.76,30.58,0.675025463104248,E8468
92395,49,458,918,1.63,15.26,30.58,0.592373251914978,E8468
92441,366,497,920,12.20,16.57,30.67,0.7126518487930298,7ZCXJ
92433,175,322,920,5.83,10.73,30.67,0.6734297275543213,7ZCXJ
92427,81,477,920,2.70,15.90,30.67,0.6227743625640869,7ZCXJ
92468,450,465,465,29.80,30.79,30.79,0.6623122692108154,QBIOX
92469,13,74,465,0.86,4.90,30.79,0.5672685503959656,QBIOX
92456,5,49,465,0.33,3.24,30.79,0.5387895703315735,QBIOX
92508,214,477,909,7.13,15.89,30.29,0.7350351214408875,DJR5H
92480,155,482,909,5.16,16.06,30.29,0.7198294401168823,DJR5H
92491,54,455,909,1.80,15.16,30.29,0.6809526681900024,DJR5H
92540,232,463,761,9.65,19.27,31.67,0.7141439914703369,P4WRI
92512,156,468,761,6.49,19.48,31.67,0.6661854982376099,P4WRI
92523,67,465,761,2.79,19.35,31.67,0.6512278914451599,P4WRI
92548,18,143,741,0.75,5.93,30.75,0.6990430355072021,7J5AA
